id,label
2326,2
2327,3
2328,2
2329,0
2330,0
2331,2
2332,1
2333,0
2334,2
2335,3
2336,2
2337,3
2338,2
2339,2
2340,0
2341,3
2342,4
2343,1
2344,3
2345,2
2346,1
2347,0
2348,3
2349,0
2350,3
2351,4
2352,1
2353,4
2354,4
2355,3
2356,1
2357,1
2358,4
2359,0
2360,4
2361,1
2362,0
2363,4
2364,2
2365,4
2366,3
2367,0
2368,0
2369,4
2370,2
2371,2
2372,2
2373,4
2374,4
2375,0
2376,4
2377,3
2378,0
2379,3
2380,0
2381,4
2382,4
2383,4
2384,4
2385,0
2386,2
2387,1
2388,3
2389,2
2390,1
2391,3
2392,3
2393,3
2394,0
2395,4
2396,1
2397,1
2398,2
2399,4
2400,3
2401,4
2402,2
2403,4
2404,0
2405,2
2406,2
2407,1
2408,3
2409,3
2410,4
2411,0
2412,0
2413,3
2414,0
2415,2
2416,4
2417,4
2418,2
2419,4
2420,3
2421,2
2422,3
2423,1
2424,0
2425,3
2426,1
2427,2
2428,0
2429,3
2430,2
2431,4
2432,1
2433,0
2434,0
2435,4
2436,2
2437,3
2438,1
2439,1
2440,3
2441,2
2442,1
2443,0
2444,2
2445,0
2446,2
2447,2
2448,0
2449,4
2450,3
2451,4
2452,1
2453,3
2454,0
2455,1
2456,2
2457,0
2458,3
2459,2
2460,4
2461,4
2462,2
2463,1
2464,0
2465,4
2466,3
2467,2
2468,3
2469,3
2470,2
2471,1
2472,3
2473,2
2474,0
2475,4
2476,2
2477,2
2478,2
2479,4
2480,3
2481,4
2482,0
2483,2
2484,1
2485,4
2486,3
2487,1
2488,2
2489,0
2490,2
2491,3
2492,3
2493,4
2494,4
2495,1
2496,4
2497,0
2498,1
2499,1
2500,0
2501,0
2502,0
2503,0
2504,3
2505,2
2506,3
2507,3
2508,2
2509,4
2510,3
2511,2
2512,2
2513,4
2514,1
2515,2
2516,2
2517,0
2518,0
2519,0
2520,3
2521,4
2522,2
2523,2
2524,2
2525,2
2526,2
2527,3
2528,0
2529,4
2530,3
2531,0
2532,2
2533,4
2534,0
2535,1
2536,2
2537,0
2538,4
2539,3
2540,2
2541,2
2542,4
2543,1
2544,3
2545,2
2546,2
2547,0
2548,4
2549,1
2550,0
2551,4
2552,0
2553,4
2554,4
2555,0
2556,2
2557,0
2558,1
2559,2
2560,4
2561,3
2562,1
2563,0
2564,4
2565,3
2566,3
2567,2
2568,3
2569,3
2570,4
2571,2
2572,3
2573,4
2574,4
2575,1
2576,1
2577,4
2578,1
2579,3
2580,1
2581,0
2582,0
2583,0
2584,3
2585,4
2586,4
2587,1
2588,3
2589,4
2590,1
2591,3
2592,3
2593,4
2594,3
2595,3
2596,3
2597,2
2598,2
2599,0
2600,3
2601,4
2602,3
2603,1
2604,3
2605,1
2606,4
2607,0
2608,1
2609,3
2610,3
2611,1
2612,4
2613,2
2614,3
2615,3
2616,1
2617,0
2618,2
2619,1
2620,2
2621,4
2622,1
2623,4
2624,3
2625,0
2626,3
2627,3
2628,1
2629,2
2630,0
2631,4
2632,3
2633,4
2634,0
2635,1
2636,0
2637,1
2638,1
2639,4
2640,4
2641,4
2642,0
2643,1
2644,2
2645,0
2646,4
2647,0
2648,4
2649,3
2650,4
2651,0
2652,3
2653,1
2654,3
2655,1
2656,4
2657,0
2658,3
2659,2
2660,0
2661,0
2662,1
2663,3
2664,4
2665,3
2666,4
2667,2
2668,4
2669,4
2670,0
2671,2
2672,0
2673,2
2674,4
2675,3
2676,4
2677,2
2678,3
2679,0
2680,4
2681,3
2682,2
2683,4
2684,0
2685,0
2686,1
2687,2
2688,2
2689,1
2690,2
2691,3
2692,4
2693,2
2694,2
2695,1
2696,2
2697,0
2698,4
2699,1
2700,2
2701,4
2702,2
2703,3
2704,0
2705,0
2706,3
2707,4
2708,1
2709,1
2710,2
2711,3
2712,3
2713,1
2714,2
2715,0
2716,4
2717,1
2718,3
2719,3
2720,0
2721,4
2722,3
2723,2
2724,0
2725,0
2726,2
2727,0
2728,1
2729,4
2730,2
2731,4
2732,2
2733,2
2734,3
2735,4
2736,2
2737,1
2738,1
2739,2
2740,2
2741,3
2742,4
2743,0
2744,1
2745,1
2746,3
2747,4
2748,2
2749,3
2750,0
2751,0
2752,0
2753,3
2754,0
2755,4
2756,3
2757,3
2758,3
2759,3
2760,4
2761,3
2762,2
2763,3
2764,1
2765,3
2766,3
2767,2
2768,1
2769,0
2770,2
2771,2
2772,4
2773,2
2774,2
2775,3
2776,0
2777,1
2778,0
2779,3
2780,4
2781,2
2782,4
2783,1
2784,0
2785,1
2786,0
2787,0
2788,2
2789,4
2790,4
2791,2
2792,1
2793,0
2794,4
2795,3
2796,3
2797,2
2798,3
2799,1
2800,1
2801,2
2802,3
2803,1
2804,1
2805,1
2806,4
2807,4
2808,0
2809,4
2810,2
2811,4
2812,1
2813,4
2814,1
2815,0
2816,2
2817,3
2818,3
2819,3
2820,1
2821,2
2822,0
2823,1
2824,4
2825,2
2826,1
2827,4
2828,4
2829,2
2830,2
2831,1
2832,0
2833,2
2834,4
2835,4
2836,4
2837,4
2838,0
2839,0
2840,3
2841,4
2842,4
2843,1
2844,3
2845,0
2846,3
2847,0
2848,0
2849,3
2850,0
2851,3
2852,0
2853,1
2854,3
2855,1
2856,0
2857,0
2858,3
2859,3
2860,3
2861,3
2862,2
2863,3
2864,0
2865,3
2866,0
2867,2
2868,2
2869,1
2870,2
2871,0
2872,2
2873,2
2874,4
2875,4
2876,2
2877,0
2878,1
2879,4
2880,3
2881,1
2882,0
2883,0
2884,0
2885,2
2886,3
2887,1
2888,2
2889,1
2890,1
2891,0
2892,4
2893,0
2894,0
2895,1
2896,2
2897,3
2898,2
2899,4
2900,2
2901,3
2902,4
2903,1
2904,3
2905,0
2906,3
2907,0
2908,0
2909,1
2910,4
2911,3
2912,4
2913,3
2914,4
2915,0
2916,2
2917,1
2918,1
2919,1
2920,3
2921,0
2922,0
2923,1
2924,1
2925,0
2926,1
2927,4
2928,3
2929,3
2930,2
2931,1
2932,1
2933,3
2934,4
2935,1
2936,1
2937,2
2938,3
2939,1
2940,2
2941,1
2942,2
2943,4
2944,1
2945,3
2946,4
2947,3
2948,0
2949,4
2950,3
2951,4
2952,4
2953,1
2954,3
2955,1
2956,4
2957,1
2958,3
2959,3
2960,4
2961,1
2962,3
2963,4
2964,0
2965,1
2966,4
2967,0
2968,1
2969,0
2970,4
2971,2
2972,4
2973,1
2974,3
2975,3
2976,0
2977,3
2978,1
2979,1
2980,1
2981,0
2982,3
2983,2
2984,2
2985,4
2986,1
2987,1
2988,4
2989,0
2990,3
2991,4
2992,4
2993,0
2994,4
2995,2
2996,1
2997,4
